Position(bp)	Rate(cM/Mb)	Map(cM)
49627740	0.212582	70.328058
49627770	0.212215	70.328064
49627850	0.213519	70.328081
49627891	0.215498	70.328090
49627928	0.217743	70.328098
49627979	0.220044	70.328109
49627999	0.222989	70.328114
49628164	0.226065	70.328150
49628760	0.231681	70.328285
49628853	0.233025	70.328307
49628952	0.242228	70.328330
49629104	0.357468	70.328367
49629229	0.486507	70.328411
49629890	0.618404	70.328733
49630263	0.676133	70.328964
49630496	0.678247	70.329121
49631217	0.683059	70.329610
49631261	0.676348	70.329640
49631503	0.693750	70.329804
49631654	0.699822	70.329909
49631660	0.702275	70.329913
49631721	0.766500	70.329956
49632208	1.340700	70.330329
49632209	1.365264	70.330330
49632465	1.615505	70.330680
49633896	1.580076	70.332992
49633930	1.551350	70.333045
49634055	1.538693	70.333239
49634073	1.528963	70.333267
49634105	1.534005	70.333316
49634468	1.565294	70.333873
49634866	1.657951	70.334496
49634914	1.725996	70.334575
49634963	1.795762	70.334660
49634979	1.882101	70.334689
49635073	1.882267	70.334865
49635241	2.000404	70.335182
49635321	2.026766	70.335342
49635430	2.049445	70.335563
49635527	2.074577	70.335761
49635673	2.074058	70.336064
49636023	2.074114	70.336790
49636063	1.989126	70.336873
49636106	1.869363	70.336959
49636141	1.667068	70.337024
49636168	1.462436	70.337069
49636259	1.400625	70.337202
49636451	1.425971	70.337471
49636560	1.620414	70.337627
49636753	4.205561	70.337939
49636869	4.445734	70.338427
49636900	7.805030	70.338565
49636935	8.605442	70.338838
49637233	11.239096	70.341403
49637264	11.748273	70.341751
49637289	12.035723	70.342045
49637622	12.025165	70.346053
49637692	11.966976	70.346894
49637741	11.834056	70.347481
49637855	11.640873	70.348830
49637958	4.575809	70.350029
49638830	4.554150	70.354019
49640299	1.411603	70.360709
49640648	1.030999	70.361202
49640785	0.932725	70.361343
49641997	0.919653	70.362473
49642115	0.877497	70.362582
49642470	0.854004	70.362893
49642775	0.788847	70.363154
49643258	0.748701	70.363535
49643288	0.746489	70.363557
49643437	0.642203	70.363669
49643618	0.622638	70.363785
49644340	0.477449	70.364234
49645898	0.491315	70.364978
49646062	0.464379	70.365059
49646311	0.453297	70.365174
49646564	0.434179	70.365289
49647566	0.406901	70.365724
49647886	0.384941	70.365854
49648056	0.364735	70.365920
49648694	0.359540	70.366152
49648936	0.355216	70.366240
49649724	0.363680	70.366519
49649814	0.425674	70.366552
49649952	0.540495	70.366611
49650157	0.589769	70.366722
49650418	1.122455	70.366876
49650548	1.262041	70.367022
49650813	1.770783	70.367356
49650863	2.274673	70.367445
49651102	2.619486	70.367988
49651210	2.913296	70.368271
49651708	3.240951	70.369722
49651777	3.352649	70.369946
49651937	3.182156	70.370482
49652035	3.182644	70.370794
49652142	2.405315	70.371134
49653029	2.465420	70.373268
49653492	2.985657	70.374409
49653807	3.153475	70.375350
49654286	3.216786	70.376860
49654459	9.408014	70.377417
49654501	9.517392	70.377812
49654638	9.601372	70.379116
49654728	9.575426	70.379980
49655268	10.028973	70.385151
49655422	11.181942	70.386695
49656585	12.269317	70.399700
49656769	13.816871	70.401957
49656963	14.347509	70.404638
49657071	14.469744	70.406187
49658081	14.469744	70.420802
49659429	24.226334	70.440307
49660492	23.701363	70.466060
49661137	20.866627	70.481347
49663259	9.881810	70.525626
49665757	9.881810	70.550311
49665841	9.881948	70.551141
49666078	9.883518	70.553483
49667985	7.360289	70.572331
49668137	2.046750	70.573449
49668449	1.929395	70.574088
49669296	1.959569	70.575722
49669743	1.870617	70.576598
49669885	1.868822	70.576864
49669925	1.866275	70.576939
49669972	1.809562	70.577026
49670134	1.808325	70.577319
49670191	1.749496	70.577422
49670467	1.731761	70.577905
49670620	1.728047	70.578170
49670789	1.713078	70.578462
49671058	1.710110	70.578923
49671315	1.981012	70.579363
49671359	2.661477	70.579450
49671484	5.821447	70.579782
49671544	6.348679	70.580132
49671597	7.072983	70.580468
49671612	7.823831	70.580574
49671776	7.876655	70.581857
49671812	7.930806	70.582141
49672512	7.930806	70.587693
49672912	6.546362	70.590865
49672948	6.413769	70.591101
49672952	5.388040	70.591126
49673735	4.942440	70.595345
49674140	4.924032	70.597347
49674776	4.940794	70.600478
49675045	4.971587	70.601808
49675668	5.096575	70.604905
49675757	5.094046	70.605358
49675851	5.163963	70.605837
49675958	5.561574	70.606390
49676056	5.979690	70.606935
49676263	5.973532	70.608173
49676609	8.339195	70.610239
49676835	9.162129	70.612124
49677646	8.294255	70.619555
49677685	6.898286	70.619878
49677726	5.493506	70.620161
49677816	5.151335	70.620655
49678086	5.179601	70.622046
49678713	5.640667	70.625294
49678782	6.012677	70.625683
49678925	5.993780	70.626543
49679043	6.466170	70.627250
49680263	9.278326	70.635139
49680328	9.527206	70.635742
49680395	9.534834	70.636380
49680401	9.536056	70.636437
49680429	9.527864	70.636704
49680493	9.527864	70.637314
49680541	9.475813	70.637772
49680585	9.475813	70.638188
49680760	7.809874	70.639847
49680775	6.422270	70.639964
49681104	6.413474	70.642077
49681231	6.335150	70.642891
49681255	6.258565	70.643043
49682075	6.258565	70.648175
49682352	6.260344	70.649909
49682956	6.311266	70.653690
49683687	6.307167	70.658304
49683773	6.307418	70.658846
49683905	6.309184	70.659679
49684110	6.311205	70.660972
49684220	6.317182	70.661666
49684418	6.364398	70.662917
49684466	6.426521	70.663223
49684580	6.574719	70.663955
49684829	6.654332	70.665592
49684878	6.653975	70.665919
49685119	10.786796	70.667522
49685240	11.048735	70.668827
49685455	11.560430	70.671203
49685469	11.560430	70.671365
49685800	13.307353	70.675191
49686236	29.655373	70.680993
49686283	31.261573	70.682387
49686287	31.261573	70.682512
49686438	31.261573	70.687233
49686549	31.261573	70.690703
49686640	31.261573	70.693547
49686659	31.261573	70.694141
49686896	30.846620	70.701550
49687136	26.611006	70.708953
49687723	11.873254	70.724574
49688151	11.871584	70.729656
49688345	11.870648	70.731959
49688404	11.872099	70.732659
49688440	11.872627	70.733087
49688920	11.872627	70.738786
49689312	11.878783	70.743440
49689443	11.876970	70.744996
49689619	11.817009	70.747086
49689628	11.801698	70.747193
49689817	8.941479	70.749423
49689963	7.241629	70.750728
49690620	6.937706	70.755486
49690989	6.926632	70.758046
49691072	6.893011	70.758621
49691249	6.144304	70.759841
49691274	5.337183	70.759995
49691300	5.362910	70.760134
49691995	5.349003	70.763861
49692169	5.402760	70.764792
49692593	5.406886	70.767082
49693556	5.403254	70.772289
49693636	5.392111	70.772721
49694281	5.353116	70.776199
49695478	4.951819	70.782607
49696009	4.186939	70.785236
49696675	4.183781	70.788025
49696751	6.993338	70.788343
49696965	8.469353	70.789839
49697476	8.469353	70.794167
49698938	8.493160	70.806549
49700449	20.540413	70.819383
49700550	21.686274	70.821457
49700714	21.688519	70.825014
49701036	11.965322	70.831997
49701877	11.965322	70.842060
49702017	11.876091	70.843735
49702032	11.877815	70.843914
49702253	11.805033	70.846539
49702347	11.805033	70.847648
49702417	11.805033	70.848475
49702905	11.852110	70.854235
49704193	12.150630	70.869501
49704623	12.720562	70.874726
49704907	14.180873	70.878338
49705010	16.772828	70.879799
49705288	17.141626	70.884462
49705478	16.210400	70.887719
49706288	14.372356	70.900849
49706433	14.372517	70.902933
49706501	14.370163	70.903911
49706577	12.310470	70.905003
49707410	12.206515	70.915257
49707437	5.115707	70.915587
49707614	2.163911	70.916492
49708224	1.579653	70.917812
49708492	1.518604	70.918236
49708613	1.488225	70.918419
49708767	1.479105	70.918649
49710060	0.394558	70.920561
49710325	0.374709	70.920666
49711228	0.369645	70.921004
49711778	0.366209	70.921207
49712192	0.363537	70.921359
49712444	0.363418	70.921451
49712805	0.363526	70.921582
49712868	0.363521	70.921605
49713063	0.363492	70.921676
49713599	0.364418	70.921870
49713632	0.364828	70.921882
49713640	0.364861	70.921885
49714484	0.364840	70.922193
49714517	0.382533	70.922205
49714669	0.429727	70.922263
49714781	3.763586	70.922312
49715099	3.763777	70.923508
49715230	3.773650	70.924001
49715710	23.569653	70.925813
49715979	23.662231	70.932153
49716277	23.778005	70.939204
49716777	23.782590	70.951093
49717631	24.125981	70.971404
49718033	24.129533	70.981102
49718065	24.137011	70.981875
49718320	23.699392	70.988029
49718429	21.011790	70.990613
49718612	5.524821	70.994458
49718762	1.015211	70.995287
49720314	1.015931	70.996862
49721405	1.400868	70.997971
49721638	1.611997	70.998297
49721811	1.731779	70.998576
49722087	1.764747	70.999054
49722105	1.794773	70.999086
49722613	1.878734	70.999997
49722925	1.922272	71.000583
49723370	1.989025	71.001439
49723435	2.057964	71.001568
49723455	2.137749	71.001609
49723501	2.212117	71.001708
49723716	2.182587	71.002183
49723985	2.053519	71.002770
49724218	2.139468	71.003249
49725089	2.051736	71.005112
49725719	2.007524	71.006405
49725853	2.019053	71.006674
49725880	2.002748	71.006728
49726027	1.979089	71.007023
49726366	1.972501	71.007694
49726806	1.970416	71.008562
49727114	1.968508	71.009169
49727753	2.662653	71.010426
49728054	3.341451	71.011228
49728675	4.172036	71.013303
49728711	4.873146	71.013453
49728790	5.568898	71.013838
49728917	5.634833	71.014545
49729066	5.560213	71.015385
49729175	5.548539	71.015991
49729347	5.546611	71.016945
49729558	5.152269	71.018116
49729748	2.999896	71.019095
49730547	2.490482	71.021492
49731023	2.236788	71.022677
49731198	2.012358	71.023068
49731737	1.850703	71.024153
49732073	1.614419	71.024775
49732175	1.617161	71.024940
49732186	1.462925	71.024957
49732193	1.320913	71.024968
49733076	1.332739	71.026134
49733148	1.342499	71.026230
49733196	1.280504	71.026294
49733658	1.286766	71.026886
49734014	1.300883	71.027344
49735770	1.329094	71.029628
49736515	1.340227	71.030619
49736955	1.365216	71.031208
49737067	1.381490	71.031361
49737239	1.383377	71.031599
49737958	1.361350	71.032593
49739747	1.375745	71.035029
49740368	2.559263	71.035883
49740513	3.960655	71.036254
49740630	7.334916	71.036718
49740659	9.299068	71.036930
49740746	10.470089	71.037739
49741209	10.411518	71.042587
49741210	10.368575	71.042598
49741960	10.301150	71.050374
49742224	9.858282	71.053093
49742422	9.858587	71.055045
49742522	7.243361	71.056031
49742889	7.232891	71.058690
49744568	7.145609	71.070834
49744569	7.146277	71.070841
49745224	6.941845	71.075522
49745407	6.719049	71.076792
49746915	3.665422	71.086924
49747643	1.688919	71.089593
49748669	1.684897	71.091326
49749712	1.571557	71.093083
49750340	1.586820	71.094070
49750406	1.468247	71.094175
49750528	1.455710	71.094354
49750607	1.477301	71.094469
49750648	1.503321	71.094529
49750715	1.545577	71.094630
49750871	1.547575	71.094871
49751323	38.991805	71.095571
49751418	66.639477	71.099275
49751512	69.924669	71.105539
49751908	74.518984	71.133229
49752332	74.518984	71.164825
49753114	44.689009	71.223099
49753204	1.750814	71.227121
49753622	1.760389	71.227853
49754109	2.295150	71.228710
49754182	2.793010	71.228878
49754251	3.543370	71.229070
49754325	3.702913	71.229333
49754422	3.705372	71.229692
49755141	3.701740	71.232356
49755229	3.707333	71.232682
49755477	3.571189	71.233601
49755812	3.469607	71.234797
49755856	3.381348	71.234950
49755915	3.372103	71.235150
49756180	3.281514	71.236043
49756691	2.090725	71.237720
49756795	0.850739	71.237938
49757306	0.817463	71.238372
49757609	0.817751	71.238620
49757783	0.842726	71.238762
49758025	0.847626	71.238966
49758296	0.870167	71.239196
49758334	0.953327	71.239229
49758918	0.954965	71.239786
49759260	1.773544	71.240112
49759628	1.779943	71.240765
49759641	1.888393	71.240788
49759734	1.964380	71.240964
49760208	1.956608	71.241895
49760223	1.916236	71.241924
49760226	1.875201	71.241930
49760419	1.866926	71.242292
49761264	1.841251	71.243869
49762030	15.855156	71.245280
49762158	15.916849	71.247309
49762389	1.204319	71.250986
49763347	1.211253	71.252140
49763477	1.102090	71.252297
49763598	1.102005	71.252431
49764048	1.105324	71.252926
49764063	1.113162	71.252943
49764257	1.110110	71.253159
49764455	1.136316	71.253379
49764543	1.173079	71.253479
49764879	1.187778	71.253873
49765146	1.196429	71.254190
49765214	1.200322	71.254271
49765587	1.214508	71.254719
49765780	1.217873	71.254954
49766005	1.238431	71.255228
49766197	1.287376	71.255465
49766266	1.307230	71.255554
49766276	1.308204	71.255567
49766454	1.394086	71.255800
49766469	1.498229	71.255821
49766486	1.631068	71.255847
49766527	1.810226	71.255913
49766593	2.052812	71.256033
49767410	2.046370	71.257710
49767779	2.025008	71.258465
49768165	1.289779	71.259247
49768422	1.246267	71.259578
49768677	1.191210	71.259896
49771815	0.701631	71.263634
49772768	0.859408	71.264303
49774599	0.857849	71.265876
49775151	0.859216	71.266350
49775333	1.232004	71.266506
49775952	6.313883	71.267269
49775973	6.332878	71.267401
49776096	6.772786	71.268180
49776121	7.069351	71.268350
49776856	8.964260	71.273546
49776908	36.151349	71.274012
49777002	71.639022	71.277410
49777195	71.639022	71.291236
49777229	71.639022	71.293672
49777471	71.639022	71.311009
49777734	71.639022	71.329850
49778214	71.639022	71.364237
49778308	71.634886	71.370971
49778924	6.596908	71.415098
49779586	6.450311	71.419465
49779694	6.432549	71.420161
49779771	6.060302	71.420657
49783510	6.059661	71.443316
49783907	6.058492	71.445722
49784152	6.063199	71.447206
49784290	5.924757	71.448043
49784354	0.832792	71.448422
49784591	1.373885	71.448620
49784667	1.777391	71.448724
49784995	4.957708	71.449307
49785633	2.738838	71.452470
49785645	1.785049	71.452503
49785676	1.674502	71.452558
49785703	1.621655	71.452603
49785729	1.601118	71.452646
49785767	1.580439	71.452706
49785888	1.419691	71.452898
49786493	0.297719	71.453757
49786826	0.268170	71.453856
49786909	0.251485	71.453878
49786986	0.245068	71.453897
49786994	0.239758	71.453899
49787078	0.235591	71.453919
49787186	0.231954	71.453945
49787514	0.231868	71.454021
49787647	0.231859	71.454052
49787926	0.231922	71.454116
49788075	0.231766	71.454151
49788148	0.231845	71.454168
49788151	0.231869	71.454169
49788186	0.231639	71.454177
49788482	0.231828	71.454245
49788698	1.663192	71.454295
49788937	2.009408	71.454693
49789018	3.220615	71.454856
49789221	3.232623	71.455509
49789428	3.232668	71.456179
49789475	3.234081	71.456330
49789488	3.235187	71.456373
49789552	3.236474	71.456580
49789705	3.341747	71.457075
49789812	4.860260	71.457432
49790228	4.311725	71.459454
49790288	3.627901	71.459713
49790291	3.622691	71.459724
49790537	3.602171	71.460615
49790608	3.598730	71.460871
49790713	3.597649	71.461249
49791853	2.494795	71.465350
49792272	2.481961	71.466395
49792958	2.482375	71.468098
49793009	2.483981	71.468224
49793940	2.895749	71.470537
49794052	4.845681	71.470861
49794342	5.103607	71.472267
49794409	5.362232	71.472609
49794551	6.699985	71.473370
49795239	6.444923	71.477980
49795326	6.444923	71.478540
49795368	3.898747	71.478811
49795466	3.360479	71.479193
49795501	2.951875	71.479311
49795510	2.554310	71.479337
49795672	2.522799	71.479751
49795676	2.521255	71.479761
49795779	2.529965	71.480021
49795820	2.523409	71.480125
49795912	2.541376	71.480357
49795967	2.528656	71.480496
49796014	2.399866	71.480615
49796081	2.348523	71.480776
49796103	2.348817	71.480828
49796117	2.388684	71.480861
49796144	2.453246	71.480925
49796563	2.023432	71.481953
49796630	2.033614	71.482089
49796784	1.916351	71.482402
49796800	1.803538	71.482432
49797064	1.805511	71.482909
49797186	3.475005	71.483129
49797301	3.867775	71.483529
49797531	4.934422	71.484418
49797621	5.428009	71.484862
49797741	5.483747	71.485514
49797810	5.844213	71.485892
49797914	5.950895	71.486500
49798011	5.995726	71.487077
49798240	5.995726	71.488450
49798768	5.996275	71.491616
49798819	5.996566	71.491922
49799265	7.278531	71.494596
49799398	8.892374	71.495564
49799839	15.697864	71.499486
49799840	25.336793	71.499501
49800072	27.150741	71.505379
49800082	29.165654	71.505651
49800107	50.015241	71.506380
49800121	50.337297	71.507080
49800137	50.438878	71.507886
49800204	50.534878	71.511265
49800265	50.582045	71.514348
49800376	50.588042	71.519962
49800391	50.588042	71.520721
49800445	50.588042	71.523453
49800467	50.588042	71.524566
49800746	50.588042	71.538680
49801075	50.588042	71.555323
49802082	50.588042	71.606266
49802109	50.588042	71.607631
49802450	50.588042	71.624882
49802594	29.591652	71.632167
49803008	13.829710	71.644418
49803108	10.788248	71.645801
49803179	4.071101	71.646566
49803451	2.807155	71.647674
49803587	2.650480	71.648056
49803808	2.535938	71.648641
49804092	1.408458	71.649362
49804969	1.497759	71.650597
49805177	1.491556	71.650908
49805180	1.493007	71.650913
49805524	2.523566	71.651426
49805951	1.263725	71.652504
49806600	0.577956	71.653324
49806710	0.323471	71.653388
49806863	0.699588	71.653437
49806906	1.523831	71.653467
49807357	1.524522	71.654155
49807447	0.661446	71.654292
49807522	0.662294	71.654341
49807696	0.585738	71.654457
49807799	0.637516	71.654517
49807823	0.721396	71.654532
49808567	12.032928	71.655069
49809003	12.032607	71.660315
49809007	12.032357	71.660363
49809312	3.841966	71.664033
49809465	1.188256	71.664621
49809676	1.261132	71.664872
49810402	1.536420	71.665787
49810658	1.834594	71.666181
49811154	1.833307	71.667091
49812076	6.099851	71.668781
49812148	8.008247	71.669220
49812223	9.404256	71.669821
49812502	9.394982	71.672445
49812531	2.727555	71.672717
49812875	1.114990	71.673655
49813006	0.746161	71.673801
49813018	0.371238	71.673810
49813232	0.256607	71.673890
49813343	0.226590	71.673918
49813357	0.206607	71.673921
49813435	0.174064	71.673938
49816198	0.174131	71.674418
49816283	0.174131	71.674433
49816364	0.176127	71.674447
49816591	0.180917	71.674487
49816632	0.188118	71.674495
49816671	0.194209	71.674502
49816890	0.212666	71.674545
49817197	0.564432	71.674610
49817262	1.453626	71.674647
49817400	2.554663	71.674847
49817532	2.713082	71.675184
49818119	7.745367	71.676777
49818189	7.741488	71.677319
49818305	6.362429	71.678217
49818315	3.844338	71.678281
49818935	1.490276	71.680664
49819132	1.463095	71.680958
49819490	1.448923	71.681482
49819671	1.361411	71.681744
49819967	1.310704	71.682147
49821088	0.995401	71.683616
49821415	0.900895	71.683942
49821969	0.895033	71.684441
49822720	0.896377	71.685113
49823026	0.917995	71.685387
49823082	0.994572	71.685439
49823224	33.427588	71.685580
49824020	33.437992	71.712188
49825403	33.437992	71.758433
49825918	8.878903	71.775654
49826381	7.481742	71.779765
49827180	8.805494	71.785742
49827249	3.786153	71.786350
49827478	3.260351	71.787217
49827532	1.596580	71.787393
49827755	1.597385	71.787749
49827880	1.077863	71.787949
49828171	0.488807	71.788262
49829118	0.490423	71.788725
49829517	0.499953	71.788921
49830717	0.742746	71.789521
49830851	1.072723	71.789621
49831389	1.085927	71.790198
49831428	1.144148	71.790240
49832070	1.835409	71.790975
49832131	2.500674	71.791086
49832693	2.752999	71.792492
49834747	2.758382	71.798147
49838664	31.613993	71.808951
49841070	31.613993	71.885014
49841479	18.543756	71.897945
49845286	17.783331	71.968541
49847719	17.795043	72.011807
49849024	17.792857	72.035030
49851212	3.268398	72.073961
49855398	3.270782	72.087642
49855402	3.275643	72.087655
49855674	3.252883	72.088546
49858222	3.184859	72.096835
49859387	3.149199	72.100545
49861033	2.118612	72.105729
49861397	1.284898	72.106500
49861684	1.232736	72.106869
49861858	1.146686	72.107083
49861906	1.043746	72.107138
49861915	0.954288	72.107147
49861921	0.846864	72.107153
49862038	0.800632	72.107252
49862903	2.724048	72.107945
49863319	2.737327	72.109078
49863694	2.801035	72.110105
49863849	2.877351	72.110539
49864174	2.899131	72.111474
49865198	7.250825	72.114443
49865574	7.254092	72.117169
49865824	6.888815	72.118982
49865882	5.962246	72.119382
49866137	2.191060	72.120902
49867931	1.112467	72.124833
49868168	1.110886	72.125097
49869081	0.875831	72.126111
49869244	0.875789	72.126254
49869412	0.857116	72.126401
49869864	0.857529	72.126788
49871696	0.868620	72.128359
49873261	1.112162	72.129719
49873411	1.290914	72.129885
49873496	1.405238	72.129995
49873588	1.412408	72.130124
49874124	1.399623	72.130882
49874136	1.388642	72.130898
49874149	1.375070	72.130916
49874467	1.368818	72.131354
49874509	1.363250	72.131411
49874704	1.363880	72.131677
49875893	1.365036	72.133299
49875943	1.366057	72.133367
49876320	1.364209	72.133882
49876484	1.370165	72.134106
49876931	1.388789	72.134718
49877353	1.389951	72.135304
49877444	1.368413	72.135431
49877660	1.333875	72.135726
49877754	1.311068	72.135852
49877822	1.386370	72.135941
49877875	1.536668	72.136014
49877947	1.809882	72.136125
49878274	1.726629	72.136717
49878293	1.760732	72.136749
49878324	1.678369	72.136804
49878882	1.611848	72.137741
49878996	1.757680	72.137924
49879715	1.774503	72.139188
49880165	1.780341	72.139987
49880491	1.779750	72.140567
49880882	1.737122	72.141263
49885178	3.309726	72.148726
49885698	5.243334	72.150447
49886280	4.096654	72.153498
49888671	4.085158	72.163293
49888767	3.767824	72.163686
49888959	3.545892	72.164409
49891849	3.529665	72.174657
49892168	3.164847	72.175783
49892317	3.162571	72.176254
49893011	3.042576	72.178449
49893188	2.349476	72.178987
49893317	1.853265	72.179291
49893409	1.476656	72.179461
49897782	8.221481	72.185918
49899689	8.120007	72.201597
49899986	0.224387	72.204008
49900014	0.026109	72.204015
49900117	0.025457	72.204017
49900158	0.022550	72.204019
49900249	0.022496	72.204021
49900966	0.031572	72.204037
49901056	0.134714	72.204040
49901159	1.073742	72.204053
49901565	1.073733	72.204489
49901608	0.552709	72.204536
49901635	0.239539	72.204550
49901660	0.069286	72.204556
49901755	0.063393	72.204563
49901846	0.063456	72.204569
49901955	0.064411	72.204576
49902299	0.081103	72.204598
49902969	0.278115	72.204652
49902980	0.509495	72.204655
49903630	0.527253	72.204986
49903918	0.434703	72.205138
49904216	0.332041	72.205268
49904978	0.318269	72.205521
49905013	0.307793	72.205532
49906046	0.314124	72.205850
49906162	0.314124	72.205886
49906661	0.317757	72.206043
49906749	0.319811	72.206071
49906850	0.321216	72.206103
49907281	0.321866	72.206242
49907446	0.322737	72.206295
49907790	0.323638	72.206406
49908368	15.884202	72.206593
49908437	15.885793	72.207689
49908804	15.893906	72.213519
49908818	15.904981	72.213742
49909149	16.024960	72.219006
49909385	16.034458	72.222788
49909511	16.033106	72.224808
49909707	16.035319	72.227951
49909891	31.836939	72.230901
49909903	34.716168	72.231283
49910286	34.716168	72.244580
49910431	42.269045	72.249614
49910517	51.444997	72.253249
49911171	51.444997	72.286894
49911182	51.444997	72.287460
49911222	51.444997	72.289517
49911251	51.444997	72.291009
49911525	51.444997	72.305105
49911677	51.444997	72.312925
49911808	51.396314	72.319664
49911908	6.561312	72.324804
49912000	2.655365	72.325407
49912350	3.395675	72.326337
49912379	4.464870	72.326435
49912382	5.500881	72.326449
49912406	6.577176	72.326581
49912826	1.296213	72.329343
49913022	1.058887	72.329597
49913096	0.846859	72.329676
49913170	0.671606	72.329738
49913238	0.531851	72.329784
49915815	0.541279	72.331154
49915931	0.541238	72.331217
49915932	0.555202	72.331218
49916533	0.743934	72.331551
49916766	0.743934	72.331725
49917935	1.519089	72.332594
49918817	1.592909	72.333934
49919182	1.592282	72.334516
49921946	1.112370	72.338917
49923260	1.137765	72.340378
49923659	1.160147	72.340832
49923998	1.154460	72.341226
49924659	1.485912	72.341989
49924929	1.762186	72.342390
49925027	1.785534	72.342563
49925268	1.967314	72.342993
49925408	2.109155	72.343268
49925602	2.418557	72.343678
49925863	3.304035	72.344309
49926273	3.931664	72.345664
49926291	4.214040	72.345734
49926366	4.255804	72.346050
49926464	4.265268	72.346467
49926742	4.260069	72.347653
49926902	39.513126	72.348335
49926967	44.393423	72.350903
49927144	58.179277	72.358761
49927174	62.780512	72.360506
49927332	86.925683	72.370425
49927337	89.442150	72.370860
49927498	89.442150	72.385260
49927650	89.442150	72.398855
49927694	89.442150	72.402791
49927716	89.442150	72.404759
49927745	89.442150	72.407352
49927888	89.442150	72.420143
49928018	89.442150	72.431770
49928073	89.442150	72.436689
49928169	89.442150	72.445276
49928522	26.677271	72.476849
49928589	26.695545	72.478636
49928810	26.403716	72.484536
49928846	2.328864	72.485487
49928951	2.326891	72.485731
49929361	0.679952	72.486685
49929587	0.579109	72.486839
49929665	0.536034	72.486884
49930225	0.519156	72.487184
49930286	0.518838	72.487216
49930353	0.517220	72.487251
49930455	0.501558	72.487303
49930652	0.487191	72.487402
49930716	0.456256	72.487433
49931056	0.294678	72.487589
49931136	0.295097	72.487612
49932138	0.295802	72.487908
49932391	0.293877	72.487983
49932580	0.294922	72.488038
49932715	0.298075	72.488078
49932767	0.307848	72.488093
49933019	0.301018	72.488171
49933050	0.297997	72.488180
49933292	0.300215	72.488253
49934171	0.305160	72.488516
49934622	0.304722	72.488654
49934992	0.304701	72.488767
49937162	0.304431	72.489428
49937184	0.304516	72.489435
49937283	0.304873	72.489465
49937381	0.305180	72.489495
49939309	0.306063	72.490083
49939322	0.306802	72.490087
49940530	0.306990	72.490458
49940792	0.739567	72.490538
49942212	0.761243	72.491588
49942820	2.390643	72.492051
49943151	0.241011	72.492842
49943496	0.247374	72.492926
49944064	0.265171	72.493066
49944457	0.253042	72.493170
49944519	0.240655	72.493186
49944632	0.236932	72.493213
49944957	0.236765	72.493290
49944991	0.236244	72.493298
49945041	0.235570	72.493310
49946161	0.235666	72.493574
49946223	0.234728	72.493588
49946905	0.234817	72.493749
49947789	0.237376	72.493956
49947868	0.238416	72.493975
49948085	0.238416	72.494027
49948250	0.251597	72.494066
49948322	0.267457	72.494084
49949189	0.462043	72.494316
49949306	0.462043	72.494370
49949604	0.487706	72.494508
49949651	0.517057	72.494531
49950208	0.521498	72.494819
49950356	0.503412	72.494896
49950669	0.467592	72.495053
49950847	0.430075	72.495137
49951071	0.292359	72.495233
49951174	0.138239	72.495263
49955081	0.153325	72.495803
49955205	0.164157	72.495822
49955490	0.178716	72.495869
49956008	0.193099	72.495962
49957617	0.434612	72.496272
49957626	0.632710	72.496276
49957671	0.802221	72.496305
49958491	4.262528	72.496962
49959052	1.709405	72.499354
49959458	1.928212	72.500048
49960229	3.275341	72.501534
49960391	0.408030	72.502065
49960953	0.497588	72.502294
49961348	0.480460	72.502491
49961514	0.538676	72.502571
49961551	0.607028	72.502591
49961586	0.688674	72.502612
49961684	0.800957	72.502679
49962044	0.517359	72.502968
49962414	0.158086	72.503159
49962605	0.157957	72.503189
49962742	0.130069	72.503211
49962954	0.118129	72.503238
49965048	0.116849	72.503486
49966118	0.116842	72.503611
49968274	0.097750	72.503863
49968720	0.085074	72.503906
49968953	0.089543	72.503926
49969070	0.071619	72.503937
49969153	1.025532	72.503943
49969507	0.423584	72.504306
49970038	0.248874	72.504531
49970620	0.153568	72.504675
49970798	0.060212	72.504703
49971225	0.054417	72.504728
49971949	0.149138	72.504768
49976055	0.017230	72.505380
49977149	0.017227	72.505399
49977198	0.017201	72.505400
49977557	0.017189	72.505406
49977999	0.017201	72.505414
49978023	0.017208	72.505414
49978200	0.017205	72.505417
49978215	0.017305	72.505417
49978453	0.017807	72.505422
49978502	0.018732	72.505422
49978575	0.019769	72.505424
49978711	0.019774	72.505426
49979088	0.116641	72.505434
49979231	0.368855	72.505451
49980588	0.280335	72.505951
49980759	0.180165	72.505999
49980781	0.074635	72.506003
49981660	0.074096	72.506069
49984688	0.360758	72.506293
49984967	0.395947	72.506394
49985339	0.593745	72.506541
49988574	0.285055	72.508462
49988815	0.136166	72.508530
49990470	0.136266	72.508756
49991555	0.136460	72.508904
49991660	0.136533	72.508918
49992695	0.137107	72.509059
49993139	0.137185	72.509120
49993745	0.138561	72.509203
49994152	0.138955	72.509260
49997158	0.138955	72.509677
49997614	0.138823	72.509741
49997706	0.140451	72.509753
49997967	0.140368	72.509790
49998877	0.141299	72.509918
50000058	0.141829	72.510085
50000463	0.142172	72.510142
50001291	0.142727	72.510260
50001481	0.142880	72.510287
50002555	0.142967	72.510440
50002583	0.143212	72.510444
50002825	0.143549	72.510479
50003305	0.144042	72.510548
50003853	0.146238	72.510627
50004012	0.146556	72.510650
50006078	0.337433	72.510953
50006275	0.337409	72.511019
50007672	0.728908	72.511491
